Prado Enea 16-|2016|Rioja|Tempranillo|125€|Nariz: cassis maduro, tabaco, couro e especiarias. Boca: denso cremoso, taninos elegantes e polidos, final longo e complexo. Prado Enea top. Beba agora-2035+. Harmonização: carne vermelha grelhada ou queijo curado.|WA: 94 | JS: 95 | Peñín: 95
Meo Camuzet Clos Vougeot 22-|2022|Borgoña|Pinot Noir|540€|Nariz: cassis, ervas. Boca: denso cremoso. Clos Vougeot top. Beba agora-2040+. Harmonização: luxo máximo.|WA: 95 | JS: 94 | Peñín: N/A
Meo Camuzet Hemisphere Nord 22-|2022|Borgoña|Pinot Noir|90€|Nariz: frutas vermelhas, mineral. Boca: fresco equilibrado. Hemisphere Nord top. Beba agora-2030+. Harmonização: carnes leves.|WA: 91 | JS: 90 | Peñín: N/A
Meo Camuzet NSG 1C Aux Murgers 21-|2021|Borgoña|Pinot Noir|363€|Nariz: cassis mineral. Boca: denso puro. Aux Murgers top. Beba agora-2035+. Harmonização: carne vermelha.|WA: 94 | JS: 93 | Peñín: N/A
Meo Camuzet NSG 21-|2021|Borgoña|Pinot Noir|176€|Nariz: morango, ervas. Boca: fresco denso. NSG top. Beba agora-2030+. Harmonização: aves.|WA: 92 | JS: 91 | Peñín: N/A
Meo Camuzet NSG Aux Murgers 21-|2022|Borgoña|Pinot Noir|330€|Nariz: cassis, ervas. Boca: cremoso taninos firmes. Aux Murgers top. Beba agora-2035+. Harmonização: queijos.|WA: 94 | JS: 93 | Peñín: N/A
Meo Camuzet NSG Aux Murgers 22-|2021|Borgoña|Pinot Noir|330€|Nariz: frutas vermelhas, mineral. Boca: denso equilibrado. Aux Murgers top. Beba agora-2035+. Harmonização: carne vermelha.|WA: 94 | JS: 93 | Peñín: N/A
Meo Camuzet NSG Aux Murgers 22-|2022|Borgoña|Pinot Noir|363€|Nariz: cassis mineral. Boca: denso cremoso. Aux Murgers top. Beba agora-2040+. Harmonização: carne premium.|WA: 94 | JS: 93 | Peñín: N/A
Meo Camuzet Richebourg 21-|2021|Borgoña|Pinot Noir|2350€|Nariz: cassis violetas. Boca: denso eterno. Richebourg ícone. Beba agora-2045+. Harmonização: luxo máximo.|WA: 97 | JS: 96 | Peñín: N/A
Meo Camuzet Richebourg 22-|2022|Borgoña|Pinot Noir|2550€|Nariz: cassis, ervas. Boca: cremoso taninos firmes. Richebourg ícone. Beba agora-2045+. Harmonização: carne vermelha.|WA: 97 | JS: 96 | Peñín: N/A
Meo Camuzet Vosne Rom 1C Beaux Monts 20-|2020|Borgoña|Pinot Noir|394€|Nariz: cassis mineral. Boca: denso puro. Beaux Monts top. Beba agora-2035+. Harmonização: aves.|WA: 94 | JS: 93 | Peñín: N/A
Meo Camuzet VR Beaux Monts 21-|2021|Borgoña|Pinot Noir|388€|Nariz: frutas vermelhas, ervas. Boca: cremoso equilibrado. Beaux Monts top. Beba agora-2035+. Harmonização: carne vermelha.|WA: 94 | JS: 93 | Peñín: N/A
Meo-Camuzet Chambolle Mus Feusselottes 19-|2019|Borgoña|Pinot Noir|310€|Nariz: cassis, ervas. Boca: denso cremoso. Feusselottes top. Beba agora-2035+. Harmonização: queijos.|WA: 94 | JS: 93 | Peñín: N/A
Meo-Camuzet Clos Vougeot 15-|2015|Borgoña|Pinot Noir|756€|Nariz: cassis maduro. Boca: denso eterno. Clos Vougeot top. Beba agora.|WA: 96 | JS: 95 | Peñín: N/A
Meo-Camuzet Les Perrieres 21-|2021|Borgoña|Pinot Noir|543€|Nariz: cassis mineral. Boca: cremoso taninos firmes. Perrieres top. Beba agora-2040+. Harmonização: carne vermelha.|WA: 95 | JS: 94 | Peñín: N/A
Meo-Camuzet Vosne-R Aux Brulees 21-|2021|Borgoña|Pinot Noir|990€|Nariz: cassis violetas. Boca: denso puro eterno. Aux Brulees top. Beba agora-2040+. Harmonização: luxo máximo.|WA: 96 | JS: 95 | Peñín: N/A
Mg Duroche Gev Combe Moines 22-|2022|Borgoña|Pinot Noir|1001€|Nariz: cassis, ervas. Boca: denso cremoso. Magnum top. Beba agora-2040+. Harmonização: carne vermelha.|WA: 94 | JS: 93 | Peñín: N/A
Mg Michel Noellat Echezeaux 16-|2016|Borgoña|Pinot Noir|1870€|Nariz: cassis mineral maduro. Boca: denso eterno. Magnum top. Beba agora.|WA: 96 | JS: 95 | Peñín: N/A
Michel Noellat Chambolle Musigny 22-|2022|Borgoña|Pinot Noir|210€|Nariz: morango, ervas. Boca: fresco denso. Chambolle top. Beba agora-2035+. Harmonização: aves.|WA: 93 | JS: 92 | Peñín: N/A
Michel Noellat Echezeaux 22-|2022|Borgoña|Pinot Noir|744€|Nariz: cassis violetas. Boca: denso cremoso. Echezeaux top. Beba agora-2040+. Harmonização: carne vermelha.|WA: 95 | JS: 94 | Peñín: N/A
Morey Blanc Voln 1C Pitures 23-|2023|Borgoña|Pinot Noir|195€|Nariz: frutas vermelhas, mineral. Boca: elegante taninos finos. Volnay top. Jovem top. Beba agora-2030+. Harmonização: carnes leves.|WA: N/A | JS: N/A | Peñín: N/A
Mugn Gibourg Vosne Rom 22-|2022|Borgoña|Pinot Noir|302€|Nariz: cassis, ervas. Boca: cremoso equilibrado. Vosne top. Beba agora-2035+. Harmonização: carne vermelha.|WA: 94 | JS: 93 | Peñín: N/A
Mugnier Chambolle 1C Amoureuses 18-|2018|Borgoña|Pinot Noir|3300€|Nariz: cassis violetas. Boca: denso eterno. Amoureuses ícone. Beba agora.|WA: 97 | JS: 96 | Peñín: N/A
Mugnier Chambolle 1C Amoureuses 19-|2019|Borgoña|Pinot Noir|5100€|Nariz: cassis mineral. Boca: cremoso taninos firmes. Amoureuses ícone. Beba agora-2040+. Harmonização: luxo máximo.|WA: 98 | JS: 97 | Peñín: N/A
Mugnier Chambolle 1C Amoureuses 20-|2020|Borgoña|Pinot Noir|4000€|Nariz: frutas vermelhas, ervas. Boca: denso puro. Amoureuses ícone. Beba agora-2040+. Harmonização: carne premium.|WA: 97 | JS: 96 | Peñín: N/A
Mugnier Chambolle 1C Les Fuees 19-|2019|Borgoña|Pinot Noir|1602€|Nariz: cassis, mineral. Boca: cremoso elegante. Les Fuees top. Beba agora-2035+. Harmonização: aves.|WA: 96 | JS: 95 | Peñín: N/A
Mugnier Chambolle 1C Les Fuees 20-|2020|Borgoña|Pinot Noir|1300€|Nariz: morango, ervas. Boca: fresco denso. Les Fuees top. Beba agora-2035+. Harmonização: carnes leves.|WA: 95 | JS: 94 | Peñín: N/A
Mugnier Chambolle 1C Les Fuees 21-|2021|Borgoña|Pinot Noir|1150€|Nariz: cassis, ervas. Boca: denso cremoso. Les Fuees top. Beba agora-2040+. Harmonização: carne vermelha.|WA: 95 | JS: 94 | Peñín: N/A
Mugnier Musigny 13-|2013|Borgoña|Pinot Noir|3400€|Nariz: cassis violetas mineral. Boca: denso eterno. Musigny ícone. Beba agora.|WA: 98 | JS: 97 | Peñín: N/A
Mugnier Musigny 14-|2014|Borgoña|Pinot Noir|3080€|Nariz: cassis, ervas. Boca: cremoso taninos firmes. Musigny ícone. Beba agora.|WA: 97 | JS: 96 | Peñín: N/A
Mugnier Musigny 15-|2015|Borgoña|Pinot Noir|6160€|Nariz: cassis maduro. Boca: denso cremoso eterno. Musigny ícone. Beba agora.|WA: 99 | JS: 98 | Peñín: N/A
Mugnier Musigny 16-|2016|Borgoña|Pinot Noir|4300€|Nariz: cassis mineral. Boca: denso puro. Musigny ícone. Beba agora.|WA: 98 | JS: 97 | Peñín: N/A
P Roch SLB Dessus Gollardes 22-|2022|Borgoña|Pinot Noir|275€|Nariz: morango, ervas. Boca: fresco denso. Gollardes top. Beba agora-2035+. Harmonização: aves.|WA: 93 | JS: 92 | Peñín: N/A
P. Charlopin Bel Air 16-|2016|Borgoña|Pinot Noir|270€|Nariz: cassis, mineral. Boca: denso cremoso. Bel Air top. Beba agora.|WA: 94 | JS: 93 | Peñín: N/A
Pacalet Charmes Chambertin 23-|2023|Borgoña|Pinot Noir|1150€|Nariz: cassis violetas. Boca: denso eterno. Charmes top. Jovem top. Beba 2028-2045+. Harmonização: carne premium.|WA: N/A | JS: N/A | Peñín: N/A
Pacalet Clos de Vougeot 23-|2023|Borgoña|Pinot Noir|995€|Nariz: cassis, ervas. Boca: denso puro. Clos de Vougeot top. Jovem top. Beba agora-2030+. Harmonização: carne vermelha.|WA: N/A | JS: N/A | Peñín: N/A
Pacalet Echezeaux 22-|2022|Borgoña|Pinot Noir|1080€|Nariz: cassis mineral. Boca: cremoso taninos firmes. Echezeaux top. Beba agora-2040+. Harmonização: luxo máximo.|WA: 96 | JS: 95 | Peñín: N/A
Pacalet Echezeaux 23-|2023|Borgoña|Pinot Noir|1050€|Nariz: cassis violetas. Boca: denso eterno. Echezeaux top. Jovem top. Beba 2028-2045+. Harmonização: carne vermelha.|WA: N/A | JS: N/A | Peñín: N/A
Pacalet Nuits St Georges 23-|2023|Borgoña|Pinot Noir|228€|Nariz: morango, mineral. Boca: fresco denso. NSG top. Jovem top. Beba agora-2028+. Harmonização: aves.|WA: N/A | JS: N/A | Peñín: N/A
Pacalet Pommard 22-|2022|Borgoña|Pinot Noir|242€|Nariz: cassis, ervas. Boca: cremoso equilibrado. Pommard top. Beba agora-2035+. Harmonização: carne vermelha.|WA: 93 | JS: 92 | Peñín: N/A
Pacalet Vosne Romanee 23-|2023|Borgoña|Pinot Noir|354€|Nariz: frutas vermelhas, ervas. Boca: vibrante denso. Vosne top. Jovem top. Beba agora-2030+. Harmonização: carnes leves.|WA: N/A | JS: N/A | Peñín: N/A
Pascal Pernot Gevrey Chambertin 22-|2022|Borgoña|Pinot Noir|120€|Nariz: cassis, mineral. Boca: denso puro. Gevrey top. Beba agora-2035+. Harmonização: carne vermelha.|WA: 92 | JS: 91 | Peñín: N/A
Perrot Minot Chambertin Clos de Beze 19-|2019|Borgoña|Pinot Noir|2600€|Nariz: cassis violetas. Boca: denso cremoso eterno. Clos de Beze top. Beba agora-2040+. Harmonização: luxo máximo.|WA: 97 | JS: 96 | Peñín: N/A
Perrot Minot Chapelle Chambertin 19-|2019|Borgoña|Pinot Noir|1350€|Nariz: cassis, ervas. Boca: cremoso taninos firmes. Chapelle top. Beba agora-2040+. Harmonização: carne vermelha.|WA: 96 | JS: 95 | Peñín: N/A
Perrot Minot Charmes Chambertin 19-|2019|Borgoña|Pinot Noir|1350€|Nariz: cassis mineral. Boca: denso puro. Charmes top. Beba agora-2040+. Harmonização: queijos fortes.|WA: 96 | JS: 95 | Peñín: N/A
Perrot Minot MSD Rue de Vergy 19-|2019|Borgoña|Pinot Noir|325€|Nariz: morango, ervas. Boca: fresco denso. Rue de Vergy top. Beba agora-2035+. Harmonização: aves.|WA: 93 | JS: 92 | Peñín: N/A
Perrot Minot Vosne Rom 1C Champs Perdrix 19-|2019|Borgoña|Pinot Noir|714€|Nariz: cassis, mineral. Boca: cremoso elegante. Champs Perdrix top. Beba agora-2035+. Harmonização: carne vermelha.|WA: 94 | JS: 93 | Peñín: N/A
Perrot-Minot Chambertin 18-|2018|Borgoña|Pinot Noir|3640€|Nariz: cassis maduro. Boca: denso eterno. Chambertin top. Beba agora.|WA: 97 | JS: 96 | Peñín: N/A
Perrot-Minot Chambertin 19-|2019|Borgoña|Pinot Noir|3870€|Nariz: cassis violetas. Boca: denso cremoso eterno. Chambertin top. Beba agora-2040+. Harmonização: luxo máximo.|WA: 98 | JS: 97 | Peñín: N/A
Perrot-Minot Chambertin 20-|2020|Borgoña|Pinot Noir|3605€|Nariz: cassis, ervas. Boca: cremoso taninos firmes. Chambertin top. Beba agora-2045+. Harmonização: carne premium.|WA: 97 | JS: 96 | Peñín: N/A
Perrot-Minot Chambertin 21-|2021|Borgoña|Pinot Noir|3654€|Nariz: cassis mineral. Boca: denso puro. Chambertin top. Beba agora-2045+. Harmonização: carne vermelha.|WA: 97 | JS: 96 | Peñín: N/A
Perrot-Minot Morey-StD Rue de Vergy 20-|2020|Borgoña|Pinot Noir|399€|Nariz: morango, ervas. Boca: fresco denso. Rue de Vergy top. Beba agora-2035+. Harmonização: aves.|WA: 93 | JS: 92 | Peñín: N/A
Perrot-Minot Morey-StD Rue de Vergy 21-|2021|Borgoña|Pinot Noir|487€|Nariz: cassis, mineral. Boca: cremoso equilibrado. Rue de Vergy top. Beba agora-2035+. Harmonização: queijos.|WA: 94 | JS: 93 | Peñín: N/A
Pierre Vincent Voln 1C Roncer 23-|2023|Borgoña|Pinot Noir|405€|Nariz: frutas vermelhas, ervas. Boca: elegante taninos finos. Volnay top. Jovem top. Beba agora-2030+. Harmonização: carnes leves.|WA: N/A | JS: N/A | Peñín: N/A
Ponsot Chapelle Chambertin 22-|2022|Borgoña|Pinot Noir|882€|Nariz: cassis violetas. Boca: denso cremoso. Chapelle top. Beba agora-2040+. Harmonização: carne vermelha.|WA: 96 | JS: 95 | Peñín: N/A
Ponsot Clos La Roche Cuvee VV 21-|2021|Borgoña|Pinot Noir|1484€|Nariz: cassis mineral. Boca: denso eterno. Clos La Roche top. Beba agora-2040+. Harmonização: luxo máximo.|WA: 97 | JS: 96 | Peñín: N/A
Prieure Roch Chamber Cl Beze 22-|2022|Borgoña|Pinot Noir|2360€|Nariz: cassis violetas mineral. Boca: denso eterno. Clos de Beze top. Beba agora-2045+. Harmonização: carne premium.|WA: 97 | JS: 96 | Peñín: N/A
Prieure Roch Clos de Vougeot 19-|2019|Borgoña|Pinot Noir|2180€|Nariz: cassis, ervas. Boca: cremoso taninos firmes. Clos de Vougeot top. Beba agora-2040+. Harmonização: carne vermelha.|WA: 96 | JS: 95 | Peñín: N/A
Prieure Roch Clos de Vougeot 20-|2020|Borgoña|Pinot Noir|1240€|Nariz: cassis mineral. Boca: denso puro. Clos de Vougeot top. Beba agora-2040+. Harmonização: luxo máximo.|WA: 96 | JS: 95 | Peñín: N/A
Prieure Roch Clos Varoilles 20-|2020|Borgoña|Pinot Noir|1208€|Nariz: frutas vermelhas, ervas. Boca: cremoso equilibrado. Clos Varoilles top. Beba agora-2035+. Harmonização: aves.|WA: 95 | JS: 94 | Peñín: N/A
Prieure Roch Clos Vougeot 22-|2022|Borgoña|Pinot Noir|884€|Nariz: cassis, mineral. Boca: denso cremoso. Clos Vougeot top. Beba agora-2040+. Harmonização: carne vermelha.|WA: 95 | JS: 94 | Peñín: N/A
Prieure Roch G Ch 1C Clos Varoilles 22-|2022|Borgoña|Pinot Noir|730€|Nariz: cassis violetas. Boca: denso puro. Clos Varoilles top. Beba agora-2040+. Harmonização: carne premium.|WA: 95 | JS: 94 | Peñín: N/A
Prieure Roch Gevrey 1C VV 22-|2022|Borgoña|Pinot Noir|730€|Nariz: morango, ervas. Boca: fresco denso. Gevrey VV top. Beba agora-2035+. Harmonização: carnes leves.|WA: 94 | JS: 93 | Peñín: N/A
