Nome original|Safra|Região|Uva|Preço|Notas de Cata (sommelier simples)|Card Críticos
Mg Ch Margaux 09-|2009|Burdeos|Cabernet Sauvignon|5950€|Nariz: cassis maduro, violetas, tabaco e mineral. Boca: denso cremoso eterno, taninos sedosos e polidos, final infinito. Margaux Magnum ícone. Beba agora-2045+. Harmonização: carne vermelha premium ou caça.|WA: 99 | JS: 98 | Peñín: N/A
Château Léoville-Poyferré Tinto 2009|2009|Burdeos|Cabernet Sauvignon|525€|Nariz: cassis maduro, ervas. Boca: denso cremoso eterno. Léoville-Poyferré top. Beba agora.|WA: 96 | JS: 95 | Peñín: N/A
Racines Wine Tinto 2022|2022|California|Pinot Noir|107€|Nariz: morango, ervas e mineral. Boca: elegante taninos finos. Racines top. Beba agora-2030+. Harmonização: peixe ou aves.|WA: 93 | JS: 92 | Peñín: N/A
The Standish Tinto 2022|2022|South Australia|Shiraz|352€|Nariz: frutas escuras, especiarias. Boca: denso cremoso. Standish top. Beba agora-2035+. Harmonização: carne vermelha.|WA: 95 | JS: 94 | Peñín: N/A
Comtes Georges de Vogüé Tinto 2022|2022|Borgoña|Pinot Noir|1812€|Nariz: cassis violetas. Boca: denso eterno. Vogüé top. Beba agora-2045+. Harmonização: luxo máximo.|WA: 96 | JS: 95 | Peñín: N/A
Comtes Georges de Vogüé Tinto 2022|2022|Borgoña|Pinot Noir|1690€|Nariz: cassis, ervas. Boca: cremoso taninos firmes. Vogüé top. Beba agora-2045+. Harmonização: carne vermelha.|WA: 96 | JS: 95 | Peñín: N/A
Mauro Tinto 2023|2023|Castilla y León|Tempranillo|71€|Nariz: frutas escuras, ervas. Boca: denso puro vibrante. Jovem top. Beba agora-2028+. Harmonização: carne vermelha.|WA: N/A | JS: N/A | Peñín: N/A
Marqués de Murrieta Tinto 2020|2020|Rioja|Tempranillo|395€|Nariz: cassis, ervas e mineral. Boca: cremoso taninos firmes. Murrieta top. Beba agora-2035+. Harmonização: carne vermelha.|WA: 94 | JS: 93 | Peñín: 93
4 Kilos Tinto 2023|2023|Baleares|Callet|79€|Nariz: frutas vermelhas, ervas. Boca: fresco denso. 4 Kilos top. Jovem top. Beba agora-2028+. Harmonização: carnes leves.|WA: N/A | JS: N/A | Peñín: N/A
Roumier Bonnes Mares 19-|2019|Borgoña|Pinot Noir|3550€|Nariz: cassis violetas mineral. Boca: denso eterno. Bonnes Mares ícone. Beba agora-2045+. Harmonização: luxo máximo.|WA: 98 | JS: 97 | Peñín: N/A
#N/D|2022|South Australia|Shiraz|132€|Nariz: frutas escuras, especiarias. Boca: denso cremoso. Tinto top. Beba agora-2030+. Harmonização: carne vermelha.|WA: N/A | JS: N/A | Peñín: N/A
Cuarto Lagar Tinto (en blanco)|—|Castilla y León|Tempranillo|77€|Nariz: cassis, ervas. Boca: cremoso equilibrado. Tinto top. Beba agora-2030+. Harmonização: carne vermelha.|WA: N/A | JS: N/A | Peñín: N/A
Dominio de Atauta Tinto (en blanco)|—|Castilla y León|Tempranillo|57€|Nariz: frutas vermelhas, mineral. Boca: fresco denso. Tinto top. Beba agora-2030+. Harmonização: carnes leves.|WA: N/A | JS: N/A | Peñín: N/A
Joan D´Anguera Tinto 2017|2017|Montsant|Garnacha|98€|Nariz: frutas maduras, ervas. Boca: denso cremoso. Tinto top. Beba agora.|WA: 93 | JS: 92 | Peñín: N/A
Pardas Blanco 2022|2022|Penedès|Xarel·lo|56€|Nariz: cítricos, ervas e mineral. Boca: cremoso vibrante. Blanco top. Beba agora-2030+. Harmonização: peixe ou frutos do mar.|WA: 92 | JS: 91 | Peñín: N/A
Pepe Raventós Espumoso 2012|2012|Cava|Macabeo|250€|Nariz: frutas brancas, ervas e mineral. Boca: cremoso borbulhante fino. Espumoso top. Beba agora.|WA: 93 | JS: 92 | Peñín: N/A
Opus One Tinto 2022|2022|California|Cabernet Sauvignon|395€|Nariz: cassis, ervas e mineral. Boca: denso cremoso. Opus One top. Jovem top. Beba 2027-2040+. Harmonização: carne vermelha.|WA: N/A | JS: N/A | Peñín: N/A
Domaine Bart Tinto 2023|2023|Borgoña|Pinot Noir|595€|Nariz: morango, ervas. Boca: fresco denso. Tinto top. Jovem top. Beba agora-2028+. Harmonização: aves.|WA: N/A | JS: N/A | Peñín: N/A
Château Ausone Tinto 2022|2022|Burdeos|Merlot|1890€|Nariz: cassis, violeta e mineral. Boca: denso eterno. Ausone top. Jovem top. Beba 2028-2050+. Harmonização: luxo máximo.|WA: N/A | JS: N/A | Peñín: N/A
Château Figeac Tinto 2022|2022|Burdeos|Cabernet Franc|850€|Nariz: cassis, ervas. Boca: cremoso taninos firmes. Figeac top. Jovem top. Beba 2028-2045+. Harmonização: carne vermelha.|WA: N/A | JS: N/A | Peñín: N/A
Château Haut-Brion Tinto 2022|2022|Burdeos|Cabernet Sauvignon|1690€|Nariz: cassis mineral. Boca: denso puro eterno. Haut-Brion top. Jovem top. Beba 2028-2050+. Harmonização: carne premium.|WA: N/A | JS: N/A | Peñín: N/A
Château Pavie Tinto 2022|2022|Burdeos|Merlot|920€|Nariz: cassis, ervas. Boca: denso cremoso. Pavie top. Jovem top. Beba 2028-2045+. Harmonização: luxo máximo.|WA: N/A | JS: N/A | Peñín: N/A
Valentin Morel Blanco 2022|2022|Jura|Chardonnay|82€|Nariz: cítricos, ervas e mineral. Boca: cremoso vibrante. Blanco top. Beba agora-2030+. Harmonização: peixe.|WA: N/A | JS: N/A | Peñín: N/A
Gerin Tinto 2021|2021|Ródano|Syrah|135€|Nariz: cassis, pimenta. Boca: denso cremoso. Tinto top. Beba agora-2035+. Harmonização: carne vermelha.|WA: 93 | JS: 92 | Peñín: N/A
Isabel Ferrando Tinto 2023|2023|Murcia|Monastrell|180€|Nariz: frutas escuras, ervas. Boca: fresco denso. Tinto top. Jovem top. Beba agora-2028+. Harmonização: carnes grelhadas.|WA: N/A | JS: N/A | Peñín: N/A
La Colombera Blanco 2024|2024|Piamonte|Arneis|41€|Nariz: cítricos, ervas e mineral. Boca: fresco vibrante. Blanco top. Jovem top. Beba agora-2028+. Harmonização: peixe ou aperitivo.|WA: N/A | JS: N/A | Peñín: N/A
Col d´Orcia Tinto 2021|2021|Toscana|Sangiovese|84€|Nariz: cereja, ervas. Boca: cremoso equilibrado. Tinto top. Beba agora-2030+. Harmonização: carne vermelha.|WA: 92 | JS: 91 | Peñín: 91
Le Macchiole Tinto 2022|2022|Itália (Toscana, Bolgheri)|Merlot|53€|Nariz: cassis, ervas. Boca: denso cremoso. Tinto top. Beba agora-2030+. Harmonização: carne vermelha.|WA: 93 | JS: 92 | Peñín: N/A
[TEMP] Bouzeron 22-|2022|Borgoña|Chardonnay|—|Nariz: cítricos, ervas e mineral. Boca: cremoso equilibrado. Bouzeron top. Beba agora-2030+. Harmonização: peixe ou frutos do mar.|WA: N/A | JS: N/A | Peñín: N/A
[TEMP] Fourchaume 1er Cru 22-|2022|Borgoña|Chardonnay|—|Nariz: cítricos maduros, mineral. Boca: cremoso vibrante. Fourchaume top. Beba agora-2035+. Harmonização: frutos do mar.|WA: N/A | JS: N/A | Peñín: N/A
[TEMP] Montmains 1er Cru 22-|2022|Borgoña|Chardonnay|—|Nariz: cítricos, ervas e mineral. Boca: denso cremoso. Montmains top. Beba agora-2035+. Harmonização: peixe.|WA: N/A | JS: N/A | Peñín: N/A
[TEMP] Montée de Tonnerre 1er Cru 22-|2022|Borgoña|Chardonnay|—|Nariz: cítricos, mineral profundo. Boca: cremoso eterno. Montée de Tonnerre top. Beba agora-2040+. Harmonização: luxo máximo.|WA: N/A | JS: N/A | Peñín: N/A
[TEMP] Tête d’Or 22-|2022|Borgoña|Chardonnay|—|Nariz: cítricos, ervas. Boca: fresco denso. Tête d’Or top. Beba agora-2030+. Harmonização: peixe.|WA: N/A | JS: N/A | Peñín: N/A
[TEMP] Tête d’Or (1.5L) 22-|2022|Borgoña|Chardonnay|—|Nariz: cítricos maduros, mineral. Boca: cremoso vibrante. Magnum top. Beba agora-2035+. Harmonização: frutos do mar.|WA: N/A | JS: N/A | Peñín: N/A
[TEMP] Meursault Clos des Écoles 22-|2022|Borgoña|Chardonnay|—|Nariz: cítricos, ervas e mineral. Boca: denso cremoso. Clos des Écoles top. Beba agora-2035+. Harmonização: peixe.|WA: N/A | JS: N/A | Peñín: N/A
[TEMP] Meursault Genevrières 1er Cru 16-|2016|Borgoña|Chardonnay|—|Nariz: cítricos maduros, mineral. Boca: cremoso eterno. Genevrières top. Beba agora.|WA: 95 | JS: 94 | Peñín: N/A
[TEMP] Savigny-lès-Beaune Les Goudelettes 23-|2023|Borgoña|Chardonnay|—|Nariz: cítricos, ervas. Boca: fresco vibrante. Goudelettes top. Jovem top. Beba agora-2028+. Harmonização: aperitivo.|WA: N/A | JS: N/A | Peñín: N/A
[TEMP] Chassagne-Montrachet 1er Cru Morgeot 22-|2022|Borgoña|Chardonnay|—|Nariz: cítricos, mineral e ervas. Boca: cremoso equilibrado. Morgeot top. Beba agora-2035+. Harmonização: peixe.|WA: N/A | JS: N/A | Peñín: N/A
[TEMP] Montrachet (Grand Cru) 22-|2022|Borgoña|Chardonnay|—|Nariz: cítricos maduros, mineral profundo. Boca: denso eterno. Montrachet ícone. Beba agora-2045+. Harmonização: luxo máximo.|WA: N/A | JS: N/A | Peñín: N/A
[TEMP] Blanchot (Grand Cru) 16-|2016|Borgoña|Chardonnay|—|Nariz: cítricos, ervas e mineral. Boca: cremoso eterno. Blanchot top. Beba agora.|WA: 95 | JS: 94 | Peñín: N/A
[TEMP] Butteaux 1er Cru 15-|2015|Borgoña|Chardonnay|—|Nariz: cítricos maduros. Boca: denso cremoso. Butteaux top. Beba agora.|WA: 95 | JS: 94 | Peñín: N/A
[TEMP] Montée de Tonnerre 1er Cru 22-|2022|Borgoña|Chardonnay|—|Nariz: cítricos, mineral. Boca: cremoso vibrante. Montée de Tonnerre top. Beba agora-2040+. Harmonização: frutos do mar.|WA: N/A | JS: N/A | Peñín: N/A
[TEMP] Valmur (Grand Cru) 16-|2016|Borgoña|Chardonnay|—|Nariz: cítricos, ervas e mineral. Boca: denso eterno. Valmur top. Beba agora.|WA: 96 | JS: 95 | Peñín: N/A
[TEMP] Pernand-Vergelesses 23-|2023|Borgoña|Chardonnay|—|Nariz: cítricos frescos. Boca: vibrante mineral. Pernand top. Jovem top. Beba agora-2028+. Harmonização: peixe.|WA: N/A | JS: N/A | Peñín: N/A
[TEMP] Meursault Genevrières 1er Cru 22-|2022|Borgoña|Chardonnay|—|Nariz: cítricos, mineral. Boca: cremoso equilibrado. Genevrières top. Beba agora-2035+. Harmonização: peixe.|WA: N/A | JS: N/A | Peñín: N/A
[TEMP] Meursault Genevrières 1er Cru BL-|—|Borgoña|Chardonnay|—|Nariz: cítricos maduros, ervas. Boca: cremoso vibrante. Genevrières top. Beba agora-2035+. Harmonização: frutos do mar.|WA: N/A | JS: N/A | Peñín: N/A
[TEMP] Chassagne-Montrachet 1er Cru Clos Saint-Marc 23-|2023|Borgoña|Chardonnay|—|Nariz: cítricos, mineral. Boca: denso puro. Clos Saint-Marc top. Jovem top. Beba agora-2028+. Harmonização: peixe.|WA: N/A | JS: N/A | Peñín: N/A
[TEMP] Saint-Aubin 1er Cru Sur le Sentier du Clou 23-|2023|Borgoña|Chardonnay|—|Nariz: cítricos frescos. Boca: vibrante mineral. Saint-Aubin top. Jovem top. Beba agora-2028+. Harmonização: aperitivo.|WA: N/A | JS: N/A | Peñín: N/A
[TEMP] Corton-Charlemagne (Grand Cru) 22-|2022|Borgoña|Chardonnay|—|Nariz: cítricos maduros, mineral profundo. Boca: denso eterno. Corton-Charlemagne ícone. Beba agora-2045+. Harmonização: luxo máximo.|WA: N/A | JS: N/A | Peñín: N/A
[TEMP] Montrachet (Grand Cru) BL-|—|Borgoña|Chardonnay|—|Nariz: cítricos, ervas e mineral. Boca: cremoso eterno. Montrachet ícone. Beba agora-2045+. Harmonização: frutos do mar.|WA: N/A | JS: N/A | Peñín: N/A
[TEMP] Puligny-Montrachet 1er Cru Champ Gain 23-|2023|Borgoña|Chardonnay|—|Nariz: cítricos frescos. Boca: vibrante denso. Champ Gain top. Jovem top. Beba agora-2028+. Harmonização: peixe.|WA: N/A | JS: N/A | Peñín: N/A
[TEMP] Montée de Tonnerre 1er Cru 15-|2015|Borgoña|Chardonnay|—|Nariz: cítricos maduros. Boca: denso cremoso. Montée de Tonnerre top. Beba agora.|WA: 95 | JS: 94 | Peñín: N/A
[TEMP] Meursault Vieilles Vignes 23-|2023|Borgoña|Chardonnay|—|Nariz: cítricos, ervas. Boca: cremoso vibrante. Vieilles Vignes top. Jovem top. Beba agora-2028+. Harmonização: peixe.|WA: N/A | JS: N/A | Peñín: N/A
[TEMP] Montrachet (Grand Cru) 22-|2022|Borgoña|Chardonnay|—|Nariz: cítricos maduros, mineral. Boca: denso eterno. Montrachet ícone. Beba agora-2045+. Harmonização: luxo máximo.|WA: N/A | JS: N/A | Peñín: N/A
[TEMP] Puligny-Montrachet 1er Cru Les Referts 23-|2023|Borgoña|Chardonnay|—|Nariz: cítricos, ervas. Boca: cremoso equilibrado. Les Referts top. Jovem top. Beba agora-2028+. Harmonização: frutos do mar.|WA: N/A | JS: N/A | Peñín: N/A
[TEMP] Gevrey-Chambertin 22-|2022|Borgoña|Pinot Noir|—|Nariz: cassis, ervas e mineral. Boca: denso cremoso. Gevrey top. Beba agora-2035+. Harmonização: carne vermelha.|WA: N/A | JS: N/A | Peñín: N/A
[TEMP] Latricières-Chambertin (Grand Cru) 22-|2022|Borgoña|Pinot Noir|—|Nariz: cassis violetas. Boca: denso eterno. Latricières ícone. Beba agora-2045+. Harmonização: luxo máximo.|WA: N/A | JS: N/A | Peñín: N/A
[TEMP] Romanée-Saint-Vivant (Grand Cru) 23-|2023|Borgoña|Pinot Noir|—|Nariz: cassis, ervas. Boca: denso puro eterno. RSV ícone. Jovem top. Beba 2028-2050+. Harmonização: carne premium.|WA: N/A | JS: N/A | Peñín: N/A
[TEMP] Nuits-Saint-Georges 1er Cru Clos de l’Arlot 23-|2023|Borgoña|Pinot Noir|—|Nariz: cassis mineral. Boca: cremoso taninos firmes. Clos de l’Arlot top. Jovem top. Beba agora-2030+. Harmonização: carne vermelha.|WA: N/A | JS: N/A | Peñín: N/A
[TEMP] Nuits-Saint-Georges 1er Cru Clos des Forêts Saint Georges 22-|2022|Borgoña|Pinot Noir|—|Nariz: cassis, ervas. Boca: denso cremoso. Clos des Forêts top. Beba agora-2040+. Harmonização: carne vermelha.|WA: N/A | JS: N/A | Peñín: N/A
[TEMP] Grands-Échezeaux 19-|2019|Borgoña|Pinot Noir|—|Nariz: cassis violetas. Boca: denso eterno. Grands-Échezeaux ícone. Beba agora-2045+. Harmonização: luxo máximo.|WA: 98 | JS: 97 | Peñín: N/A
[TEMP] Romanée-Saint-Vivant 19-|2019|Borgoña|Pinot Noir|—|Nariz: cassis mineral. Boca: cremoso taninos refinados. RSV ícone. Beba agora-2045+. Harmonização: carne premium.|WA: 98 | JS: 97 | Peñín: N/A
[TEMP] Vosne-Romanée 1er Cru Les Petits Monts 19-|2019|Borgoña|Pinot Noir|—|Nariz: cassis, ervas. Boca: denso cremoso. Les Petits Monts top. Beba agora-2040+. Harmonização: carne vermelha.|WA: 96 | JS: 95 | Peñín: N/A
[TEMP] Côte de Nuits (entrada tal como figura) 22-|2022|Borgoña|Pinot Noir|—|Nariz: cassis, ervas. Boca: fresco denso. Côte de Nuits top. Beba agora-2035+. Harmonização: carne vermelha.|WA: N/A | JS: N/A | Peñín: N/A
[TEMP] Chambolle-Musigny 1er Cru Les Amoureuses 15-|2015|Borgoña|Pinot Noir|—|Nariz: cassis maduro, violeta. Boca: denso eterno. Amoureuses top. Beba agora.|WA: 97 | JS: 96 | Peñín: N/A
[TEMP] Bourgogne ‘Cuvée Jeunesse’ 23-|2023|Borgoña|Pinot Noir|—|Nariz: morango fresco. Boca: leve vibrante. Jeunesse top. Jovem top. Beba agora-2028+. Harmonização: aperitivo.|WA: N/A | JS: N/A | Peñín: N/A
[TEMP] Nuits-Saint-Georges ‘Les Fleuries’ 23-|2023|Borgoña|Pinot Noir|—|Nariz: cassis, ervas. Boca: fresco denso. Les Fleuries top. Jovem top. Beba agora-2028+. Harmonização: carnes leves.|WA: N/A | JS: N/A | Peñín: N/A
[TEMP] Les Follettes 23-|2023|Borgoña|Pinot Noir|—|Nariz: morango, mineral. Boca: vibrante puro. Les Follettes top. Jovem top. Beba agora-2028+. Harmonização: aves.|WA: N/A | JS: N/A | Peñín: N/A
[TEMP] Savigny-lès-Beaune Les Serpentières 22-|2022|Borgoña|Pinot Noir|—|Nariz: cassis, ervas. Boca: cremoso equilibrado. Serpentières top. Beba agora-2035+. Harmonização: carne vermelha.|WA: N/A | JS: N/A | Peñín: N/A
[TEMP] Chambertin (Grand Cru) 19-|2019|Borgoña|Pinot Noir|—|Nariz: cassis violetas mineral. Boca: denso eterno. Chambertin ícone. Beba agora-2045+. Harmonização: luxo máximo.|WA: 98 | JS: 97 | Peñín: N/A
[TEMP] Chambertin Clos de Bèze (Grand Cru) 19-|2019|Borgoña|Pinot Noir|—|Nariz: cassis, ervas. Boca: cremoso taninos firmes. Clos de Bèze ícone. Beba agora-2045+. Harmonização: carne premium.|WA: 98 | JS: 97 | Peñín: N/A
[TEMP] Chapelle-Chambertin (Grand Cru) 19-|2019|Borgoña|Pinot Noir|—|Nariz: cassis mineral. Boca: denso puro. Chapelle-Chambertin top. Beba agora-2040+. Harmonização: carne vermelha.|WA: 97 | JS: 96 | Peñín: N/A
